model element type,correctly predicted alignments,predicted alignments,correctly predicted misalignments,predicted misalignments,actual alignments,actual misalignments,precision alignment,precision misalignment,overall precision,recall alignment,recall misalignment,overall recall
attribute,2,2,0,0,3,0,1.0,1,1.0,0.6666666666666666,1,0.6666666666666666
association,1,1,0,0,2,0,1.0,1,1.0,0.5,1,0.5
aggregation,0,0,0,0,0,0,1.0,1,1.0,1.0,1,1.0
composition,0,0,0,0,1,0,1.0,1,1.0,0.0,1,0.0
inheritance,0,0,0,0,0,0,1.0,1,1.0,1.0,1,1.0
enum,1,1,0,0,2,0,1.0,1,1.0,0.5,1,0.5
all,4,4,0,0,8,0,1.0,1,1.0,0.5,1,0.5
